	Cell_type	Gene	source
3299	Neutrophil	C1orf183	Charoentong_2017
3300	Neutrophil	FFAR2	Charoentong_2017
3301	Neutrophil	MAK	Charoentong_2017
3302	Neutrophil	CXCR1	Charoentong_2017
3303	Neutrophil	STEAP4	Charoentong_2017
3304	Neutrophil	MGAM	Charoentong_2017
3305	Neutrophil	BTNL8	Charoentong_2017
3306	Neutrophil	CXCR2	Charoentong_2017
3307	Neutrophil	TNFRSF10C	Charoentong_2017
3308	Neutrophil	VNN3	Charoentong_2017
926	NK	AKT3	Angelova_2015
927	NK	AXL	Angelova_2015
928	NK	CDH2	Angelova_2015
929	NK	CRTAM	Angelova_2015
930	NK	CYTH1	Angelova_2015
931	NK	FASLG	Angelova_2015
932	NK	GRB2	Angelova_2015
933	NK	KLRG1	Angelova_2015
934	NK	LILRB5	Angelova_2015
935	NK	LST1	Angelova_2015
936	NK	MAPK4	Angelova_2015
937	NK	NOTCH3	Angelova_2015
938	NK	PIK3CG	Angelova_2015
939	NK	PILRA	Angelova_2015
940	NK	PLCG2	Angelova_2015
941	NK	SIGLEC7	Angelova_2015
942	NK	SIGLEC9	Angelova_2015
64	NK	CD244	Abbas_2005
88	NK	CHST12	Abbas_2005
95	NK	CLIC3	Abbas_2005
258	NK	IVNS1ABP	Abbas_2005
259	NK	IVNS1ABP	Abbas_2005
270	NK	KIR2DL1	Abbas_2005
271	NK	KIR2DL1	Abbas_2005
272	NK	KIR2DL2	Abbas_2005
273	NK	KIR2DL4	Abbas_2005
274	NK	KIR2DL4	Abbas_2005
275	NK	KIR2DS2	Abbas_2005
276	NK	KIR2DS2	Abbas_2005
277	NK	KIR2DS5	Abbas_2005
278	NK	KIR2DS5	Abbas_2005
279	NK	KIR3DL1	Abbas_2005
280	NK	KIR3DL2	Abbas_2005
281	NK	KIR3DL2	Abbas_2005
282	NK	KIR3DS1	Abbas_2005
283	NK	KLRF1	Abbas_2005
346	NK	NS1-BP	Abbas_2005
378	NK	PTGDR	Abbas_2005
434	NK	TGFBR1	Abbas_2005
475	NK	YPEL1	Abbas_2005
476	NK	YPEL1	Abbas_2005
1556	NK	ALPL	Bindea_2013
1557	NK	BST1	Bindea_2013
1558	NK	CD93	Bindea_2013
1559	NK	CEACAM3	Bindea_2013
1560	NK	CREB5	Bindea_2013
1561	NK	CRISPLD2	Bindea_2013
1562	NK	CSF3R	Bindea_2013
1563	NK	CYP4F3	Bindea_2013
1564	NK	DYSF	Bindea_2013
1565	NK	FCAR	Bindea_2013
1566	NK	FCGR3B	Bindea_2013
1567	NK	FLJ11151	Bindea_2013
1568	NK	FPR1	Bindea_2013
1569	NK	FPRL1	Bindea_2013
1570	NK	G0S2	Bindea_2013
1571	NK	HIST1H2BC	Bindea_2013
1572	NK	HPSE	Bindea_2013
1573	NK	IL8RA	Bindea_2013
1574	NK	IL8RB	Bindea_2013
1575	NK	KCNJ15	Bindea_2013
1576	NK	LILRB2	Bindea_2013
1577	NK	MGAM	Bindea_2013
1578	NK	MME	Bindea_2013
1579	NK	PDE4B	Bindea_2013
1580	NK	S100A12	Bindea_2013
1581	NK	SIGLEC5	Bindea_2013
1582	NK	SLC22A4	Bindea_2013
1583	NK	SLC25A37	Bindea_2013
1584	NK	TECPR2	Bindea_2013
1585	NK	TNFRSF10C	Bindea_2013
1586	NK	VNN3	Bindea_2013
2855	NK	CD160	Becht_2016
2856	NK	KIR2DL1	Becht_2016
2857	NK	KIR2DL3	Becht_2016
2858	NK	KIR2DL4	Becht_2016
2859	NK	KIR3DL1	Becht_2016
2860	NK	KIR3DS1	Becht_2016
2861	NK	NCR1	Becht_2016
2862	NK	PTGDR	Becht_2016
2863	NK	SH2D1B	Becht_2016
3212	NK	AKT3	Charoentong_2017
3213	NK	AXL	Charoentong_2017
3214	NK	BST2	Charoentong_2017
3215	NK	CDH2	Charoentong_2017
3216	NK	CRTAM	Charoentong_2017
3217	NK	CSF2RA	Charoentong_2017
3218	NK	CTSZ	Charoentong_2017
3219	NK	CXCL1	Charoentong_2017
3220	NK	CYTH1	Charoentong_2017
3221	NK	DAXX	Charoentong_2017
3222	NK	DGKH	Charoentong_2017
3223	NK	DLL4	Charoentong_2017
3224	NK	DPYD	Charoentong_2017
3225	NK	ERBB3	Charoentong_2017
3226	NK	F11R	Charoentong_2017
3227	NK	FAM27A	Charoentong_2017
3228	NK	FAM49A	Charoentong_2017
3229	NK	FASLG	Charoentong_2017
3230	NK	FCGR1A	Charoentong_2017
3231	NK	FN1	Charoentong_2017
3232	NK	FSTL1	Charoentong_2017
3233	NK	FUCA1	Charoentong_2017
3234	NK	GBP3	Charoentong_2017
3235	NK	GLS2	Charoentong_2017
3236	NK	GRB2	Charoentong_2017
3237	NK	LST1	Charoentong_2017
3238	NK	BCL2	Charoentong_2017
3239	NK	CDC5L	Charoentong_2017
3240	NK	FGF18	Charoentong_2017
3241	NK	FUT5	Charoentong_2017
3242	NK	FZR1	Charoentong_2017
3243	NK	GAGE2	Charoentong_2017
3244	NK	IGFBP5	Charoentong_2017
3245	NK	KANK2	Charoentong_2017
3246	NK	LDB3	Charoentong_2017
3853	NK	KIR2DL1	Nirmal_2018
3854	NK	KIR2DL2	Nirmal_2018
3855	NK	KIR2DL3	Nirmal_2018
3856	NK	KIR2DL4	Nirmal_2018
3857	NK	KIR2DL5A	Nirmal_2018
3858	NK	KIR2DS1	Nirmal_2018
3859	NK	KIR2DS2	Nirmal_2018
3860	NK	KIR2DS3	Nirmal_2018
3861	NK	KIR2DS5	Nirmal_2018
3862	NK	KIR3DL1	Nirmal_2018
3863	NK	KIR3DL2	Nirmal_2018
3864	NK	KIR3DL3	Nirmal_2018
3865	NK	KLRC2	Nirmal_2018
3866	NK	KLRC3	Nirmal_2018
3867	NK	KLRC4	Nirmal_2018
3868	NK	KLRD1	Nirmal_2018
3869	NK	PRF1	Nirmal_2018
3870	NK	SAMD3	Nirmal_2018
3871	NK	SH2D1B	Nirmal_2018
3872	NK	TBX21	Nirmal_2018
2256	NK_activated	APOBEC3G	Newman_2015
2257	NK_activated	APOL6	Newman_2015
2258	NK_activated	CCL4	Newman_2015
2259	NK_activated	CCL5	Newman_2015
2260	NK_activated	CCND2	Newman_2015
2261	NK_activated	CD244	Newman_2015
2262	NK_activated	CD247	Newman_2015
2263	NK_activated	CD69	Newman_2015
2264	NK_activated	CD7	Newman_2015
2265	NK_activated	CD96	Newman_2015
2266	NK_activated	CDK6	Newman_2015
2267	NK_activated	CSF2	Newman_2015
2268	NK_activated	CST7	Newman_2015
2269	NK_activated	CTSW	Newman_2015
2270	NK_activated	DPP4	Newman_2015
2271	NK_activated	FASLG	Newman_2015
2272	NK_activated	GNLY	Newman_2015
2273	NK_activated	GPR171	Newman_2015
2274	NK_activated	GPR18	Newman_2015
2275	NK_activated	GRAP2	Newman_2015
2276	NK_activated	GZMA	Newman_2015
2277	NK_activated	GZMB	Newman_2015
2278	NK_activated	GZMH	Newman_2015
2279	NK_activated	GZMM	Newman_2015
2280	NK_activated	IFNG	Newman_2015
2281	NK_activated	IL12RB2	Newman_2015
2282	NK_activated	IL18R1	Newman_2015
2283	NK_activated	IL18RAP	Newman_2015
2284	NK_activated	IL2RB	Newman_2015
2285	NK_activated	KIR2DL1	Newman_2015
2286	NK_activated	KIR2DL4	Newman_2015
2287	NK_activated	KIR2DS4	Newman_2015
2288	NK_activated	KIR3DL2	Newman_2015
2289	NK_activated	KLRB1	Newman_2015
2290	NK_activated	KLRC3	Newman_2015
2291	NK_activated	KLRD1	Newman_2015
2292	NK_activated	KLRF1	Newman_2015
2293	NK_activated	KLRK1	Newman_2015
2294	NK_activated	LCK	Newman_2015
2295	NK_activated	LTA	Newman_2015
2296	NK_activated	LTB	Newman_2015
2297	NK_activated	NAALADL1	Newman_2015
2298	NK_activated	NCR3	Newman_2015
2299	NK_activated	NKG7	Newman_2015
2300	NK_activated	OSM	Newman_2015
2301	NK_activated	PRF1	Newman_2015
2302	NK_activated	PRR5L	Newman_2015
2303	NK_activated	PTGDR	Newman_2015
2304	NK_activated	PTGER2	Newman_2015
2305	NK_activated	PTPRCAP	Newman_2015
2306	NK_activated	PVRIG	Newman_2015
2307	NK_activated	S1PR5	Newman_2015
2308	NK_activated	SH2D1A	Newman_2015
2309	NK_activated	SOCS1	Newman_2015
2310	NK_activated	TBX21	Newman_2015
2311	NK_activated	TNFSF14	Newman_2015
2312	NK_activated	TRDC	Newman_2015
2313	NK_activated	TXK	Newman_2015
2314	NK_activated	ZAP70	Newman_2015
2315	NK_resting	AZU1	Newman_2015
2316	NK_resting	BPI	Newman_2015
2317	NK_resting	CAMP	Newman_2015
2318	NK_resting	CCL5	Newman_2015
2319	NK_resting	CD160	Newman_2015
2320	NK_resting	CD2	Newman_2015
2321	NK_resting	CD244	Newman_2015
2322	NK_resting	CD247	Newman_2015
2323	NK_resting	CD7	Newman_2015
2324	NK_resting	CD96	Newman_2015
2325	NK_resting	CDHR1	Newman_2015
2326	NK_resting	CEACAM8	Newman_2015
2327	NK_resting	CST7	Newman_2015
2328	NK_resting	CTSW	Newman_2015
2329	NK_resting	DEFA4	Newman_2015
2330	NK_resting	ELANE	Newman_2015
2331	NK_resting	GFI1	Newman_2015
2332	NK_resting	GNLY	Newman_2015
2333	NK_resting	GZMA	Newman_2015
2334	NK_resting	GZMB	Newman_2015
2335	NK_resting	GZMH	Newman_2015
2336	NK_resting	GZMK	Newman_2015
2337	NK_resting	GZMM	Newman_2015
2338	NK_resting	IL12RB2	Newman_2015
2339	NK_resting	IL18R1	Newman_2015
2340	NK_resting	IL18RAP	Newman_2015
2341	NK_resting	IL2RB	Newman_2015
2342	NK_resting	KIR2DL1	Newman_2015
2343	NK_resting	KIR3DL2	Newman_2015
2344	NK_resting	KLRB1	Newman_2015
2345	NK_resting	KLRC3	Newman_2015
2346	NK_resting	KLRC4	Newman_2015
2347	NK_resting	KLRD1	Newman_2015
2348	NK_resting	KLRF1	Newman_2015
2349	NK_resting	KLRK1	Newman_2015
2350	NK_resting	LCK	Newman_2015
2351	NK_resting	MGAM	Newman_2015
2352	NK_resting	MS4A3	Newman_2015
2353	NK_resting	NAALADL1	Newman_2015
2354	NK_resting	NKG7	Newman_2015
2355	NK_resting	NME8	Newman_2015
2356	NK_resting	PLEKHF1	Newman_2015
2357	NK_resting	PRF1	Newman_2015
2358	NK_resting	PRR5L	Newman_2015
2359	NK_resting	PTGDR	Newman_2015
2360	NK_resting	PTPRCAP	Newman_2015
2361	NK_resting	PVRIG	Newman_2015
2362	NK_resting	S1PR5	Newman_2015
2363	NK_resting	SH2D1A	Newman_2015
2364	NK_resting	TBX21	Newman_2015
2365	NK_resting	TEP1	Newman_2015
2366	NK_resting	TRBC1	Newman_2015
2367	NK_resting	TRDC	Newman_2015
2368	NK_resting	TTC38	Newman_2015
2369	NK_resting	TXK	Newman_2015
2370	NK_resting	ZAP70	Newman_2015
2371	NK_resting	ZNF135	Newman_2015
943	NK_56_bright	C11orf75	Angelova_2015
944	NK_56_bright	DYNLL1	Angelova_2015
945	NK_56_bright	HCP5	Angelova_2015
946	NK_56_bright	HDGFRP2	Angelova_2015
947	NK_56_bright	KRT86	Angelova_2015
948	NK_56_bright	MLST8	Angelova_2015
949	NK_56_bright	MYL6B	Angelova_2015
950	NK_56_bright	TAX1BP3	Angelova_2015
951	NK_56_dim	AKR7A3	Angelova_2015
952	NK_56_dim	CLTB	Angelova_2015
953	NK_56_dim	FAM27A	Angelova_2015
954	NK_56_dim	GLS2	Angelova_2015
955	NK_56_dim	GPRC5C	Angelova_2015
956	NK_56_dim	GRIN1	Angelova_2015
957	NK_56_dim	HLA-E	Angelova_2015
958	NK_56_dim	KIR2DS4	Angelova_2015
959	NK_56_dim	KLHL21	Angelova_2015
960	NK_56_dim	KRT80	Angelova_2015
961	NK_56_dim	MPL	Angelova_2015
962	NK_56_dim	PHRF1	Angelova_2015
963	NK_56_dim	PORCN	Angelova_2015
964	NK_56_dim	PQBP1	Angelova_2015
965	NK_56_dim	PSMC4	Angelova_2015
966	NK_56_dim	TEX264	Angelova_2015
967	NK_56_dim	UPP1	Angelova_2015
968	NKT	BTN2A2	Angelova_2015
969	NKT	CD101	Angelova_2015
970	NKT	GNLY	Angelova_2015
971	NKT	KIR2DL1	Angelova_2015
972	NKT	KIR2DL3	Angelova_2015
973	NKT	KIR3DL1	Angelova_2015
974	NKT	KIR3DL2	Angelova_2015
975	NKT	KLRC1	Angelova_2015
976	NKT	MICB	Angelova_2015
977	NKT	NCR1	Angelova_2015
978	NKT	NFATC2IP	Angelova_2015
979	NKT	TNFRSF11A	Angelova_2015
3247	NKT	BTN2A2	Charoentong_2017
3248	NKT	CD101	Charoentong_2017
3249	NKT	CD109	Charoentong_2017
3250	NKT	CNPY3	Charoentong_2017
3251	NKT	CNPY4	Charoentong_2017
3252	NKT	CREB1	Charoentong_2017
3253	NKT	CRTC2	Charoentong_2017
3254	NKT	CRTC3	Charoentong_2017
3255	NKT	CSF2	Charoentong_2017
3256	NKT	KLRC1	Charoentong_2017
3257	NKT	FUT4	Charoentong_2017
3258	NKT	ICAM2	Charoentong_2017
3259	NKT	IL32	Charoentong_2017
3260	NKT	LAMP2	Charoentong_2017
3261	NKT	LILRB5	Charoentong_2017
3262	NKT	KLRG1	Charoentong_2017
3263	NKT	HSPA4	Charoentong_2017
3264	NKT	HSPB6	Charoentong_2017
3265	NKT	ISM2	Charoentong_2017
3266	NKT	ITIH2	Charoentong_2017
3267	NKT	KDM4C	Charoentong_2017
3268	NKT	KIR2DS4	Charoentong_2017
3269	NKT	KIRREL3	Charoentong_2017
3270	NKT	SDCBP	Charoentong_2017
3271	NKT	NFATC2IP	Charoentong_2017
3272	NKT	MICB	Charoentong_2017
3273	NKT	KIR2DL1	Charoentong_2017
3274	NKT	KIR2DL3	Charoentong_2017
3275	NKT	KIR3DL1	Charoentong_2017
3276	NKT	KIR3DL2	Charoentong_2017
3277	NKT	NCR1	Charoentong_2017
3278	NKT	FOSL1	Charoentong_2017
3279	NKT	TSLP	Charoentong_2017
3280	NKT	SLC7A7	Charoentong_2017
3281	NKT	SPP1	Charoentong_2017
3282	NKT	TREM2	Charoentong_2017
3283	NKT	UBASH3A	Charoentong_2017
3284	NKT	YBX2	Charoentong_2017
3285	NKT	CCDC88A	Charoentong_2017
3286	NKT	CLEC1A	Charoentong_2017
3287	NKT	THBD	Charoentong_2017
3288	NKT	PDPN	Charoentong_2017
3289	NKT	VCAM1	Charoentong_2017
3290	NKT	EMR1	Charoentong_2017
1278	pDC	CBX6	Angelova_2015
1279	pDC	DAB2	Angelova_2015
1280	pDC	DDX17	Angelova_2015
1281	pDC	HIGD1A	Angelova_2015
1282	pDC	IDH3A	Angelova_2015
1283	pDC	IL3RA	Angelova_2015
1284	pDC	MAGED1	Angelova_2015
1285	pDC	NUCB2	Angelova_2015
1286	pDC	OFD1	Angelova_2015
1287	pDC	OGT	Angelova_2015
1288	pDC	PDIA4	Angelova_2015
1289	pDC	SERTAD2	Angelova_2015
1290	pDC	SIRPA	Angelova_2015
1291	pDC	SPCS3	Angelova_2015
1292	pDC	TMED2	Angelova_2015
1293	pDC	TMX1	Angelova_2015
1294	pDC	UGCG	Angelova_2015
1295	pDC	ZDHHC17	Angelova_2015
1683	pDC	IL3RA	Bindea_2013
3513	pDC	CBX6	Charoentong_2017
3514	pDC	DAB2	Charoentong_2017
3515	pDC	DDX17	Charoentong_2017
3516	pDC	HIGD1A	Charoentong_2017
3517	pDC	IDH3A	Charoentong_2017
3518	pDC	IL3RA	Charoentong_2017
3519	pDC	MAGED1	Charoentong_2017
3520	pDC	NUCB2	Charoentong_2017
3521	pDC	OFD1	Charoentong_2017
3522	pDC	OGT	Charoentong_2017
3523	pDC	PDIA4	Charoentong_2017
3524	pDC	SERTAD2	Charoentong_2017
3525	pDC	SIRPA	Charoentong_2017
3526	pDC	TMED2	Charoentong_2017
3527	pDC	ENG	Charoentong_2017
3528	pDC	FCAR	Charoentong_2017
3529	pDC	IGF1	Charoentong_2017
3530	pDC	ITGA2B	Charoentong_2017
3531	pDC	GABARAP	Charoentong_2017
3532	pDC	GPX1	Charoentong_2017
3533	pDC	KRT23	Charoentong_2017
3534	pDC	PROK2	Charoentong_2017
3535	pDC	RALB	Charoentong_2017
3536	pDC	RETNLB	Charoentong_2017
3537	pDC	RNF141	Charoentong_2017
3538	pDC	SEC14L1	Charoentong_2017
3539	pDC	SEPX1	Charoentong_2017
3540	pDC	EMP3	Charoentong_2017
3541	pDC	CD300LF	Charoentong_2017
3542	pDC	ABTB1	Charoentong_2017
3543	pDC	KLHL21	Charoentong_2017
3544	pDC	PHRF1	Charoentong_2017
2372	Plasma	ABCB9	Newman_2015
2373	Plasma	AMPD1	Newman_2015
2374	Plasma	ANGPT4	Newman_2015
2375	Plasma	ATXN8OS	Newman_2015
2376	Plasma	C11orf80	Newman_2015
2377	Plasma	CCR10	Newman_2015
2378	Plasma	CD27	Newman_2015
2379	Plasma	CD38	Newman_2015
2380	Plasma	CD79A	Newman_2015
2381	Plasma	DENND5B	Newman_2015
2382	Plasma	EAF2	Newman_2015
2383	Plasma	FCRL2	Newman_2015
2384	Plasma	GNG7	Newman_2015
2385	Plasma	GPR25	Newman_2015
2386	Plasma	GUSBP11	Newman_2015
2387	Plasma	HIST1H2AE	Newman_2015
2388	Plasma	HIST1H2BG	Newman_2015
2389	Plasma	HLA-DOB	Newman_2015
2390	Plasma	IGHD	Newman_2015
2391	Plasma	IGHE	Newman_2015
2392	Plasma	IGHM	Newman_2015
2393	Plasma	IGKC	Newman_2015
2394	Plasma	IGLL3P	Newman_2015
2395	Plasma	KCNA3	Newman_2015
2396	Plasma	KCNG2	Newman_2015
2397	Plasma	LIME1	Newman_2015
2398	Plasma	MAN1A1	Newman_2015
2399	Plasma	MANEA	Newman_2015
2400	Plasma	MAST1	Newman_2015
2401	Plasma	MROH7	Newman_2015
2402	Plasma	MZB1	Newman_2015
2403	Plasma	P2RX5	Newman_2015
2404	Plasma	PAX7	Newman_2015
2405	Plasma	PDK1	Newman_2015
2406	Plasma	PNOC	Newman_2015
2407	Plasma	RASGRP3	Newman_2015
2408	Plasma	REN	Newman_2015
2409	Plasma	RGS13	Newman_2015
2410	Plasma	RPL3P7	Newman_2015
2411	Plasma	SIK1	Newman_2015
2412	Plasma	SPAG4	Newman_2015
2413	Plasma	ST6GALNAC4	Newman_2015
2414	Plasma	TGM5	Newman_2015
2415	Plasma	TMEM156	Newman_2015
2416	Plasma	TNFRSF17	Newman_2015
2417	Plasma	UGT2B17	Newman_2015
2418	Plasma	ZBP1	Newman_2015
2419	Plasma	ZNF165	Newman_2015
3873	Plasma	GUSBP11	Nirmal_2018
3874	Plasma	IGH	Nirmal_2018
3875	Plasma	IGHG3	Nirmal_2018
3876	Plasma	IGKC	Nirmal_2018
3877	Plasma	IGKV1D-13	Nirmal_2018
3878	Plasma	IGLC1	Nirmal_2018
3879	Plasma	IGLJ3	Nirmal_2018
3880	Plasma	IGLL3P	Nirmal_2018
3881	Plasma	IGLV@	Nirmal_2018
3882	Plasma	IGLV1-44	Nirmal_2018
3883	Plasma	JCHAIN	Nirmal_2018
3884	Plasma	MZB1	Nirmal_2018
3885	Plasma	TNFRSF17	Nirmal_2018
3886	Plasma	TXNDC5	Nirmal_2018
15	T	ARH	Abbas_2005
16	T	ARH	Abbas_2005
17	T	ASPM	Abbas_2005
23	T	BCL11B	Abbas_2005
36	T	C21orf45	Abbas_2005
39	T	CAMK4	Abbas_2005
42	T	CCDC5	Abbas_2005
46	T	CCNA2	Abbas_2005
47	T	CCNA2	Abbas_2005
48	T	CCNB1	Abbas_2005
49	T	CCNB1	Abbas_2005
50	T	CCNB2	Abbas_2005
65	T	CD3D	Abbas_2005
66	T	CD3E	Abbas_2005
67	T	CD3G	Abbas_2005
68	T	CD5	Abbas_2005
69	T	CD6	Abbas_2005
70	T	CD6	Abbas_2005
71	T	CD6	Abbas_2005
75	T	CD8A	Abbas_2005
76	T	CD8B1	Abbas_2005
77	T	CD8B1	Abbas_2005
79	T	CDC2	Abbas_2005
80	T	CDC2	Abbas_2005
81	T	CDC2	Abbas_2005
82	T	CDCA1	Abbas_2005
83	T	CDCA2	Abbas_2005
84	T	CDCA5	Abbas_2005
100	T	CPO	Abbas_2005
110	T	CTLA4	Abbas_2005
111	T	CTLA4	Abbas_2005
112	T	CTLA4	Abbas_2005
113	T	CTLA4	Abbas_2005
122	T	CXCR6	Abbas_2005
123	T	CXCR6	Abbas_2005
134	T	DGKA	Abbas_2005
135	T	DGKA	Abbas_2005
136	T	DHX33	Abbas_2005
138	T	DKFZp761K1824	Abbas_2005
139	T	DNAJB1	Abbas_2005
143	T	DUFD1	Abbas_2005
144	T	DUSP2	Abbas_2005
147	T	EGLN3	Abbas_2005
160	T	EST	Abbas_2005
167	T	EST	Abbas_2005
178	T	FLJ11029	Abbas_2005
183	T	FLJ20249	Abbas_2005
204	T	FTHFSDC1	Abbas_2005
209	T	GPR15	Abbas_2005
216	T	GZMK	Abbas_2005
217	T	H2AFX	Abbas_2005
219	T	HDGFRP3	Abbas_2005
220	T	HGFL	Abbas_2005
225	T	HMMR	Abbas_2005
230	T	HSPC150	Abbas_2005
232	T	ICOS	Abbas_2005
235	T	IL17F	Abbas_2005
244	T	IL22	Abbas_2005
250	T	IL9	Abbas_2005
251	T	INPP4B	Abbas_2005
269	T	KIF14	Abbas_2005
285	T	LAG3	Abbas_2005
287	T	LEF1	Abbas_2005
290	T	LEPROTL1	Abbas_2005
298	T	LRRN3	Abbas_2005
306	T	MELK	Abbas_2005
310	T	MGC15763	Abbas_2005
314	T	MGC3036	Abbas_2005
315	T	MGC5306	Abbas_2005
316	T	MKI67	Abbas_2005
338	T	NDFIP2	Abbas_2005
339	T	NDNL2	Abbas_2005
357	T	PAICS	Abbas_2005
375	T	PRC1	Abbas_2005
376	T	PRO2000	Abbas_2005
379	T	PTP	Abbas_2005
393	T	RRM1	Abbas_2005
395	T	SDP35	Abbas_2005
419	T	STK6	Abbas_2005
424	T	TCF7	Abbas_2005
428	T	TCRA	Abbas_2005
429	T	TCRA	Abbas_2005
430	T	TCRA	Abbas_2005
431	T	TCRA	Abbas_2005
432	T	TCRA	Abbas_2005
442	T	TOP2A	Abbas_2005
443	T	TPX2	Abbas_2005
450	T	TRIM	Abbas_2005
451	T	TSBF1	Abbas_2005
456	T	UBE2C	Abbas_2005
465	T	UBE2S	Abbas_2005
477	T	ZBED2	Abbas_2005
481	T	ZNRF1	Abbas_2005
483	T	ZWINT	Abbas_2005
2822	T	CD28	Becht_2016
2823	T	CD3D	Becht_2016
2824	T	CD3G	Becht_2016
2825	T	CD5	Becht_2016
2826	T	CD6	Becht_2016
2827	T	CHRM3-AS2	Becht_2016
2828	T	CTLA4	Becht_2016
2829	T	FLT3LG	Becht_2016
2830	T	ICOS	Becht_2016
2831	T	MAL	Becht_2016
2832	T	MGC40069	Becht_2016
2833	T	PBX4	Becht_2016
2834	T	SIRPG	Becht_2016
2835	T	THEMIS	Becht_2016
2836	T	TNFRSF25	Becht_2016
2837	T	TRAT1	Becht_2016
996	T	BATF	Angelova_2015
997	T	BTLA	Angelova_2015
998	T	CCL11	Angelova_2015
999	T	CCL17	Angelova_2015
1000	T	CCL22	Angelova_2015
1001	T	CCL3	Angelova_2015
1002	T	CCL5	Angelova_2015
1003	T	CCL7	Angelova_2015
1004	T	CCR1	Angelova_2015
1005	T	CCR3	Angelova_2015
1006	T	CCR4	Angelova_2015
1007	T	CCR8	Angelova_2015
1008	T	CD1A	Angelova_2015
1009	T	CD1B	Angelova_2015
1010	T	CD1C	Angelova_2015
1011	T	CD1D	Angelova_2015
1012	T	CD1E	Angelova_2015
1013	T	CD247	Angelova_2015
1014	T	CD28	Angelova_2015
1015	T	CD3D	Angelova_2015
1016	T	CD3E	Angelova_2015
1017	T	CD3G	Angelova_2015
1018	T	CD69	Angelova_2015
1019	T	CD8A	Angelova_2015
1020	T	CXCR1	Angelova_2015
1021	T	CXCR4	Angelova_2015
1022	T	CXCR5	Angelova_2015
1023	T	CXCR6	Angelova_2015
1024	T	FGFBP2	Angelova_2015
1025	T	FLT3	Angelova_2015
1026	T	FOSL1	Angelova_2015
1027	T	GRAP2	Angelova_2015
1028	T	HLA-DRA	Angelova_2015
1029	T	HLA-DRB1	Angelova_2015
1030	T	HLA-DRB5	Angelova_2015
1031	T	HRH2	Angelova_2015
1032	T	IFNG	Angelova_2015
1033	T	IL10	Angelova_2015
1034	T	IL12B	Angelova_2015
1035	T	IL12RB1	Angelova_2015
1036	T	IL12RB2	Angelova_2015
1037	T	IL18R1	Angelova_2015
1038	T	IL18RAP	Angelova_2015
1039	T	IL1B	Angelova_2015
1040	T	IL21	Angelova_2015
1041	T	IL21R	Angelova_2015
1042	T	IL24	Angelova_2015
1043	T	IL26	Angelova_2015
1044	T	IL27	Angelova_2015
1045	T	IL2RA	Angelova_2015
1046	T	IL6	Angelova_2015
1047	T	IL7	Angelova_2015
1048	T	IRF4	Angelova_2015
1049	T	IRF8	Angelova_2015
1050	T	ITGAL	Angelova_2015
1051	T	ITK	Angelova_2015
1052	T	JAK2	Angelova_2015
1053	T	JAK3	Angelova_2015
1054	T	LAIR1	Angelova_2015
1055	T	LAT	Angelova_2015
1056	T	LAX1	Angelova_2015
1057	T	LCK	Angelova_2015
1058	T	LCP2	Angelova_2015
1059	T	LILRA3	Angelova_2015
1060	T	LILRA4	Angelova_2015
1061	T	LILRB1	Angelova_2015
1062	T	LILRB2	Angelova_2015
1063	T	LILRB3	Angelova_2015
1064	T	LILRB4	Angelova_2015
1065	T	MS4A4A	Angelova_2015
1066	T	NAPSB	Angelova_2015
1067	T	NFATC1	Angelova_2015
1068	T	NFKB2	Angelova_2015
1069	T	P2RY14	Angelova_2015
1070	T	PIK3CD	Angelova_2015
1071	T	POU2F2	Angelova_2015
1072	T	PRF1	Angelova_2015
1073	T	RUNX3	Angelova_2015
1074	T	SPI1	Angelova_2015
1075	T	STAT1	Angelova_2015
1076	T	STAT4	Angelova_2015
1077	T	TNF	Angelova_2015
1078	T	TPRG1	Angelova_2015
1079	T	TSLP	Angelova_2015
1080	T	UBASH3B	Angelova_2015
1081	T	ZAP70	Angelova_2015
3949	T	APBB1IP	Nirmal_2018
3950	T	ARHGAP15	Nirmal_2018
3951	T	ARHGAP25	Nirmal_2018
3952	T	ARHGAP45	Nirmal_2018
3953	T	ARHGAP9	Nirmal_2018
3954	T	BIN2	Nirmal_2018
3955	T	BTK	Nirmal_2018
3956	T	C1orf162	Nirmal_2018
3957	T	CALHM6	Nirmal_2018
3958	T	CCL19	Nirmal_2018
3959	T	CCR2	Nirmal_2018
3960	T	CCR5	Nirmal_2018
3961	T	CCR7	Nirmal_2018
3962	T	CD2	Nirmal_2018
3963	T	CD247	Nirmal_2018
3964	T	CD27	Nirmal_2018
3965	T	CD28	Nirmal_2018
3966	T	CD3D	Nirmal_2018
3967	T	CD3E	Nirmal_2018
3968	T	CD3G	Nirmal_2018
3969	T	CD48	Nirmal_2018
3970	T	CD52	Nirmal_2018
3971	T	CD6	Nirmal_2018
3972	T	CD8A	Nirmal_2018
3973	T	CD96	Nirmal_2018
3974	T	CLIC2	Nirmal_2018
3975	T	CORO1A	Nirmal_2018
3976	T	CRTAM	Nirmal_2018
3977	T	CXCL9	Nirmal_2018
3978	T	CXCR6	Nirmal_2018
3979	T	CYTIP	Nirmal_2018
3980	T	DOCK10	Nirmal_2018
3981	T	DOCK2	Nirmal_2018
3982	T	DOCK8	Nirmal_2018
3983	T	DPEP2	Nirmal_2018
3984	T	EVI2A	Nirmal_2018
3985	T	EVI2B	Nirmal_2018
3986	T	FLI1	Nirmal_2018
